"","V1","V2","Attractor","Grammaticality","Experiment"
"383",-1.18,0.00239908343429734,"Match","Grammatical","Experiment 1"
"384",-1.17,0.00251091909456817,"Match","Grammatical","Experiment 1"
"385",-1.16,0.00262777776600932,"Match","Grammatical","Experiment 1"
"386",-1.15,0.00274982019075659,"Match","Grammatical","Experiment 1"
"387",-1.14,0.00287728573983398,"Match","Grammatical","Experiment 1"
"388",-1.13,0.00301036492953046,"Match","Grammatical","Experiment 1"
"389",-1.12,0.0031492534655282,"Match","Grammatical","Experiment 1"
"390",-1.11,0.00329420101600325,"Match","Grammatical","Experiment 1"
"391",-1.1,0.00344537926983,"Match","Grammatical","Experiment 1"
"392",-1.09,0.00360301876125146,"Match","Grammatical","Experiment 1"
"393",-1.08,0.00376735078728921,"Match","Grammatical","Experiment 1"
"394",-1.07,0.00393854209106418,"Match","Grammatical","Experiment 1"
"395",-1.06,0.00411683160512708,"Match","Grammatical","Experiment 1"
"396",-1.05,0.00430240375322523,"Match","Grammatical","Experiment 1"
"397",-1.04,0.0044954266979397,"Match","Grammatical","Experiment 1"
"398",-1.03,0.00469610093391307,"Match","Grammatical","Experiment 1"
"399",-1.02,0.00490454618874586,"Match","Grammatical","Experiment 1"
"400",-1.01,0.00512090227687857,"Match","Grammatical","Experiment 1"
"401",-1,0.00534526761137122,"Match","Grammatical","Experiment 1"
"402",-0.99,0.00557768736084799,"Match","Grammatical","Experiment 1"
"403",-0.98,0.00581818403118542,"Match","Grammatical","Experiment 1"
"404",-0.97,0.00606669419260533,"Match","Grammatical","Experiment 1"
"405",-0.96,0.00632313279970465,"Match","Grammatical","Experiment 1"
"406",-0.95,0.00658726840167642,"Match","Grammatical","Experiment 1"
"407",-0.94,0.00685883606480106,"Match","Grammatical","Experiment 1"
"408",-0.93,0.0071374613450829,"Match","Grammatical","Experiment 1"
"409",-0.92,0.00742251504672338,"Match","Grammatical","Experiment 1"
"410",-0.91,0.0077134625102284,"Match","Grammatical","Experiment 1"
"411",-0.9,0.00800939658984963,"Match","Grammatical","Experiment 1"
"412",-0.89,0.00830923093934972,"Match","Grammatical","Experiment 1"
"413",-0.88,0.00861200284690883,"Match","Grammatical","Experiment 1"
"414",-0.87,0.008916099165568,"Match","Grammatical","Experiment 1"
"415",-0.86,0.00922018492520691,"Match","Grammatical","Experiment 1"
"416",-0.85,0.00952270704813303,"Match","Grammatical","Experiment 1"
"417",-0.84,0.0098217759769758,"Match","Grammatical","Experiment 1"
"418",-0.83,0.0101161794827519,"Match","Grammatical","Experiment 1"
"419",-0.82,0.010404313714121,"Match","Grammatical","Experiment 1"
"420",-0.81,0.0106850940464847,"Match","Grammatical","Experiment 1"
"421",-0.8,0.0109578189701932,"Match","Grammatical","Experiment 1"
"422",-0.79,0.0112218430955786,"Match","Grammatical","Experiment 1"
"423",-0.78,0.0114768184035239,"Match","Grammatical","Experiment 1"
"424",-0.77,0.0117224118596632,"Match","Grammatical","Experiment 1"
"425",-0.76,0.0119582128584581,"Match","Grammatical","Experiment 1"
"426",-0.75,0.0121839384879722,"Match","Grammatical","Experiment 1"
"427",-0.74,0.0123992053676301,"Match","Grammatical","Experiment 1"
"428",-0.73,0.012603674367345,"Match","Grammatical","Experiment 1"
"429",-0.72,0.0127971034046335,"Match","Grammatical","Experiment 1"
"430",-0.71,0.0129791558132223,"Match","Grammatical","Experiment 1"
"431",-0.7,0.0131495906991684,"Match","Grammatical","Experiment 1"
"432",-0.69,0.0133081899745955,"Match","Grammatical","Experiment 1"
"433",-0.68,0.0134547249755733,"Match","Grammatical","Experiment 1"
"434",-0.67,0.0135890828318236,"Match","Grammatical","Experiment 1"
"435",-0.66,0.0137111495836684,"Match","Grammatical","Experiment 1"
"436",-0.65,0.013820920095979,"Match","Grammatical","Experiment 1"
"437",-0.64,0.0139184424625905,"Match","Grammatical","Experiment 1"
"438",-0.63,0.0140038837253294,"Match","Grammatical","Experiment 1"
"439",-0.62,0.0140775530786657,"Match","Grammatical","Experiment 1"
"440",-0.61,0.0141397812393056,"Match","Grammatical","Experiment 1"
"441",-0.6,0.0141912376598149,"Match","Grammatical","Experiment 1"
"442",-0.59,0.0142325566088954,"Match","Grammatical","Experiment 1"
"443",-0.58,0.0142646038575955,"Match","Grammatical","Experiment 1"
"444",-0.57,0.0142886136823983,"Match","Grammatical","Experiment 1"
"445",-0.56,0.0143055259213722,"Match","Grammatical","Experiment 1"
"446",-0.55,0.0143168154529261,"Match","Grammatical","Experiment 1"
"447",-0.54,0.0143238487835455,"Match","Grammatical","Experiment 1"
"448",-0.53,0.0143277196408427,"Match","Grammatical","Experiment 1"
"449",-0.52,0.0143297986055569,"Match","Grammatical","Experiment 1"
"450",-0.51,0.0143307695495806,"Match","Grammatical","Experiment 1"
"451",-0.5,0.0143312778708173,"Match","Grammatical","Experiment 1"
"452",-0.49,0.014331583438503,"Match","Grammatical","Experiment 1"
"453",-0.48,0.0143317761380178,"Match","Grammatical","Experiment 1"
"454",-0.47,0.0143318838751708,"Match","Grammatical","Experiment 1"
"455",-0.46,0.0143319299728475,"Match","Grammatical","Experiment 1"
"456",-0.45,0.0143319347294983,"Match","Grammatical","Experiment 1"
"457",-0.44,0.0143319347294983,"Match","Grammatical","Experiment 1"
"458",-0.43,0.0143319347294983,"Match","Grammatical","Experiment 1"
"459",-0.42,0.0143319347294983,"Match","Grammatical","Experiment 1"
"460",-0.41,0.0143319347294983,"Match","Grammatical","Experiment 1"
"461",-0.4,0.0143319347294983,"Match","Grammatical","Experiment 1"
"462",-0.39,0.0143319347294983,"Match","Grammatical","Experiment 1"
"463",-0.38,0.0143319347294983,"Match","Grammatical","Experiment 1"
"464",-0.37,0.0143319347294983,"Match","Grammatical","Experiment 1"
"465",-0.36,0.0143319347294983,"Match","Grammatical","Experiment 1"
"466",-0.35,0.0143319347294983,"Match","Grammatical","Experiment 1"
"467",-0.34,0.0143319347294983,"Match","Grammatical","Experiment 1"
"468",-0.33,0.0143319347294983,"Match","Grammatical","Experiment 1"
"469",-0.32,0.0143319347294983,"Match","Grammatical","Experiment 1"
"470",-0.31,0.0143319347294983,"Match","Grammatical","Experiment 1"
"471",-0.3,0.0143319347294983,"Match","Grammatical","Experiment 1"
"472",-0.29,0.0143319347294983,"Match","Grammatical","Experiment 1"
"473",-0.28,0.0143319347294983,"Match","Grammatical","Experiment 1"
"474",-0.27,0.0143319347294983,"Match","Grammatical","Experiment 1"
"475",-0.26,0.0143319347294983,"Match","Grammatical","Experiment 1"
"476",-0.25,0.0143319347294983,"Match","Grammatical","Experiment 1"
"477",-0.24,0.0143319347294983,"Match","Grammatical","Experiment 1"
"478",-0.23,0.0143319347294983,"Match","Grammatical","Experiment 1"
"479",-0.22,0.0143319347294983,"Match","Grammatical","Experiment 1"
"480",-0.21,0.0143319347294983,"Match","Grammatical","Experiment 1"
"481",-0.2,0.0143319347294983,"Match","Grammatical","Experiment 1"
"482",-0.19,0.0143319347294983,"Match","Grammatical","Experiment 1"
"483",-0.18,0.0143319347294983,"Match","Grammatical","Experiment 1"
"484",-0.17,0.0143319347294983,"Match","Grammatical","Experiment 1"
"485",-0.16,0.0143319347294983,"Match","Grammatical","Experiment 1"
"486",-0.15,0.0143319347294983,"Match","Grammatical","Experiment 1"
"487",-0.14,0.0143319347294983,"Match","Grammatical","Experiment 1"
"488",-0.13,0.0143319347294983,"Match","Grammatical","Experiment 1"
"489",-0.12,0.0143319347294983,"Match","Grammatical","Experiment 1"
"490",-0.11,0.0143319347294983,"Match","Grammatical","Experiment 1"
"491",-0.1,0.0143319347294983,"Match","Grammatical","Experiment 1"
"492",-0.09,0.0143319347294983,"Match","Grammatical","Experiment 1"
"493",-0.08,0.0143319347294983,"Match","Grammatical","Experiment 1"
"494",-0.07,0.0143319347294983,"Match","Grammatical","Experiment 1"
"495",-0.06,0.0143319347294983,"Match","Grammatical","Experiment 1"
"496",-0.05,0.0143319347294983,"Match","Grammatical","Experiment 1"
"497",-0.04,0.0143319347294983,"Match","Grammatical","Experiment 1"
"498",-0.03,0.0143319347294983,"Match","Grammatical","Experiment 1"
"499",-0.02,0.0143319347294983,"Match","Grammatical","Experiment 1"
"500",-0.01,0.0143319347294983,"Match","Grammatical","Experiment 1"
"501",0,0.0143319347294983,"Match","Grammatical","Experiment 1"
"502",0.01,0.0143319347294983,"Match","Grammatical","Experiment 1"
"503",0.02,0.0143319347294983,"Match","Grammatical","Experiment 1"
"504",0.03,0.0143319347294983,"Match","Grammatical","Experiment 1"
"505",0.04,0.0143319347294983,"Match","Grammatical","Experiment 1"
"506",0.05,0.0143319347294983,"Match","Grammatical","Experiment 1"
"507",0.06,0.0143319347294983,"Match","Grammatical","Experiment 1"
"508",0.07,0.0143319347294983,"Match","Grammatical","Experiment 1"
"509",0.08,0.0143319347294983,"Match","Grammatical","Experiment 1"
"510",0.09,0.0143319347294983,"Match","Grammatical","Experiment 1"
"511",0.1,0.0143319347294983,"Match","Grammatical","Experiment 1"
"512",0.11,0.0143319347294983,"Match","Grammatical","Experiment 1"
"513",0.12,0.0143319347294983,"Match","Grammatical","Experiment 1"
"514",0.13,0.0143319347294983,"Match","Grammatical","Experiment 1"
"515",0.14,0.0143319347294983,"Match","Grammatical","Experiment 1"
"516",0.15,0.0143319347294983,"Match","Grammatical","Experiment 1"
"517",0.16,0.0143319347294983,"Match","Grammatical","Experiment 1"
"518",0.17,0.0143319347294983,"Match","Grammatical","Experiment 1"
"519",0.18,0.0143319347294983,"Match","Grammatical","Experiment 1"
"520",0.19,0.0143319347294983,"Match","Grammatical","Experiment 1"
"521",0.2,0.0143319347294983,"Match","Grammatical","Experiment 1"
"522",0.21,0.0143319347294983,"Match","Grammatical","Experiment 1"
"523",0.22,0.0143319347294983,"Match","Grammatical","Experiment 1"
"524",0.23,0.0143319347294983,"Match","Grammatical","Experiment 1"
"525",0.24,0.0143319347294983,"Match","Grammatical","Experiment 1"
"526",0.25,0.0143319347294983,"Match","Grammatical","Experiment 1"
"527",0.26,0.0143319347294983,"Match","Grammatical","Experiment 1"
"528",0.27,0.0143319347294983,"Match","Grammatical","Experiment 1"
"529",0.28,0.0143319347294983,"Match","Grammatical","Experiment 1"
"530",0.29,0.0143319347294983,"Match","Grammatical","Experiment 1"
"531",0.3,0.0143319347294983,"Match","Grammatical","Experiment 1"
"532",0.31,0.0143319347294983,"Match","Grammatical","Experiment 1"
"533",0.32,0.0143319347294983,"Match","Grammatical","Experiment 1"
"534",0.33,0.0143319347294983,"Match","Grammatical","Experiment 1"
"535",0.34,0.0143319347294983,"Match","Grammatical","Experiment 1"
"536",0.35,0.0143319347294983,"Match","Grammatical","Experiment 1"
"537",0.36,0.0143319347294983,"Match","Grammatical","Experiment 1"
"538",0.37,0.0143319347294983,"Match","Grammatical","Experiment 1"
"539",0.38,0.0143319347294983,"Match","Grammatical","Experiment 1"
"540",0.39,0.0143319347294983,"Match","Grammatical","Experiment 1"
"541",0.4,0.0143319347294983,"Match","Grammatical","Experiment 1"
"542",0.41,0.0143319347294983,"Match","Grammatical","Experiment 1"
"543",0.42,0.0143319347294983,"Match","Grammatical","Experiment 1"
"544",0.43,0.0143319347294983,"Match","Grammatical","Experiment 1"
"545",0.44,0.0143319347294983,"Match","Grammatical","Experiment 1"
"546",0.45,0.0143319347294983,"Match","Grammatical","Experiment 1"
"547",0.46,0.0143319347294983,"Match","Grammatical","Experiment 1"
"548",0.47,0.0143319380093273,"Match","Grammatical","Experiment 1"
"549",0.48,0.0143324853085141,"Match","Grammatical","Experiment 1"
"550",0.49,0.014344710523203,"Match","Grammatical","Experiment 1"
"551",0.5,0.0144030384548194,"Match","Grammatical","Experiment 1"
"552",0.51,0.0146058198169801,"Match","Grammatical","Experiment 1"
"553",0.52,0.0151192710457949,"Match","Grammatical","Experiment 1"
"554",0.53,0.0160962681245524,"Match","Grammatical","Experiment 1"
"555",0.54,0.0177523667508128,"Match","Grammatical","Experiment 1"
"556",0.55,0.020208491336393,"Match","Grammatical","Experiment 1"
"557",0.56,0.0235938813241527,"Match","Grammatical","Experiment 1"
"558",0.57,0.0279963366707307,"Match","Grammatical","Experiment 1"
"559",0.58,0.0334584982304236,"Match","Grammatical","Experiment 1"
"560",0.59,0.0400164046200778,"Match","Grammatical","Experiment 1"
"561",0.6,0.0476731495795994,"Match","Grammatical","Experiment 1"
"562",0.61,0.0564252234245838,"Match","Grammatical","Experiment 1"
"563",0.62,0.066250384931865,"Match","Grammatical","Experiment 1"
"564",0.63,0.0771243234919579,"Match","Grammatical","Experiment 1"
"565",0.64,0.0890167206603511,"Match","Grammatical","Experiment 1"
"566",0.65,0.101885604879879,"Match","Grammatical","Experiment 1"
"567",0.66,0.115701035806945,"Match","Grammatical","Experiment 1"
"568",0.67,0.130419726740318,"Match","Grammatical","Experiment 1"
"569",0.68,0.146000030336538,"Match","Grammatical","Experiment 1"
"570",0.69,0.162409986037038,"Match","Grammatical","Experiment 1"
"571",0.7,0.179603994342936,"Match","Grammatical","Experiment 1"
"572",0.71,0.197548376304787,"Match","Grammatical","Experiment 1"
"573",0.72,0.216208466104996,"Match","Grammatical","Experiment 1"
"574",0.73,0.235543516636552,"Match","Grammatical","Experiment 1"
"575",0.74,0.255526799982794,"Match","Grammatical","Experiment 1"
"576",0.75,0.276123079536363,"Match","Grammatical","Experiment 1"
"577",0.76,0.297299493968266,"Match","Grammatical","Experiment 1"
"578",0.77,0.319032511560052,"Match","Grammatical","Experiment 1"
"579",0.78,0.341289391008481,"Match","Grammatical","Experiment 1"
"580",0.79,0.364037112011705,"Match","Grammatical","Experiment 1"
"581",0.8,0.387232406703686,"Match","Grammatical","Experiment 1"
"582",0.81,0.410746578454235,"Match","Grammatical","Experiment 1"
"583",0.82,0.434441445730932,"Match","Grammatical","Experiment 1"
"584",0.83,0.458108102075588,"Match","Grammatical","Experiment 1"
"585",0.84,0.481523432944422,"Match","Grammatical","Experiment 1"
"586",0.85,0.504546022226683,"Match","Grammatical","Experiment 1"
"587",0.86,0.527003741076588,"Match","Grammatical","Experiment 1"
"588",0.87,0.548799261130023,"Match","Grammatical","Experiment 1"
"589",0.88,0.56985898036087,"Match","Grammatical","Experiment 1"
"590",0.89,0.590126218368613,"Match","Grammatical","Experiment 1"
"591",0.9,0.609581063884386,"Match","Grammatical","Experiment 1"
"592",0.91,0.628209264962547,"Match","Grammatical","Experiment 1"
"593",0.92,0.646016919753486,"Match","Grammatical","Experiment 1"
"594",0.93,0.663013307538694,"Match","Grammatical","Experiment 1"
"595",0.94,0.679219172335523,"Match","Grammatical","Experiment 1"
"596",0.95,0.694659712775468,"Match","Grammatical","Experiment 1"
"597",0.96,0.709356995100704,"Match","Grammatical","Experiment 1"
"598",0.97,0.723345274469385,"Match","Grammatical","Experiment 1"
"599",0.98,0.736650270910975,"Match","Grammatical","Experiment 1"
"600",0.99,0.74930179248669,"Match","Grammatical","Experiment 1"
"601",1,0.761334232298175,"Match","Grammatical","Experiment 1"
"602",1.01,0.772770760017199,"Match","Grammatical","Experiment 1"
"603",1.02,0.783643604771591,"Match","Grammatical","Experiment 1"
"604",1.03,0.793981635864379,"Match","Grammatical","Experiment 1"
"605",1.04,0.803806968428835,"Match","Grammatical","Experiment 1"
"606",1.05,0.813150112511819,"Match","Grammatical","Experiment 1"
"607",1.06,0.822032830550585,"Match","Grammatical","Experiment 1"
"608",1.07,0.830477825530945,"Match","Grammatical","Experiment 1"
"609",1.08,0.838510955754725,"Match","Grammatical","Experiment 1"
"610",1.09,0.846149046520085,"Match","Grammatical","Experiment 1"
"611",1.1,0.853414346498342,"Match","Grammatical","Experiment 1"
"612",1.11,0.860327150394362,"Match","Grammatical","Experiment 1"
"613",1.12,0.866902113298922,"Match","Grammatical","Experiment 1"
"614",1.13,0.873159469338442,"Match","Grammatical","Experiment 1"
"615",1.14,0.879114180020238,"Match","Grammatical","Experiment 1"
"616",1.15,0.884780548738224,"Match","Grammatical","Experiment 1"
"617",1.16,0.890175661830304,"Match","Grammatical","Experiment 1"
"618",1.17,0.895310609924714,"Match","Grammatical","Experiment 1"
"619",1.18,0.900199470974556,"Match","Grammatical","Experiment 1"
"620",1.19,0.904855689077066,"Match","Grammatical","Experiment 1"
"621",1.2,0.909288574528153,"Match","Grammatical","Experiment 1"
"622",1.21,0.913511052856587,"Match","Grammatical","Experiment 1"
"623",1.22,0.917533172286245,"Match","Grammatical","Experiment 1"
"624",1.23,0.921363796920979,"Match","Grammatical","Experiment 1"
"625",1.24,0.925014074634964,"Match","Grammatical","Experiment 1"
"626",1.25,0.928491341402888,"Match","Grammatical","Experiment 1"
"627",1.26,0.931804467448599,"Match","Grammatical","Experiment 1"
"628",1.27,0.93496237576593,"Match","Grammatical","Experiment 1"
"629",1.28,0.937971062427067,"Match","Grammatical","Experiment 1"
"630",1.29,0.940838833331081,"Match","Grammatical","Experiment 1"
"631",1.3,0.943572487059165,"Match","Grammatical","Experiment 1"
"632",1.31,0.946177610226308,"Match","Grammatical","Experiment 1"
"633",1.32,0.948661537511587,"Match","Grammatical","Experiment 1"
"634",1.33,0.951029224584574,"Match","Grammatical","Experiment 1"
"635",1.34,0.953286319182434,"Match","Grammatical","Experiment 1"
"636",1.35,0.955438817097127,"Match","Grammatical","Experiment 1"
"637",1.36,0.957490668869034,"Match","Grammatical","Experiment 1"
"638",1.37,0.959447276921501,"Match","Grammatical","Experiment 1"
"639",1.38,0.961313294610673,"Match","Grammatical","Experiment 1"
"640",1.39,0.963092316399212,"Match","Grammatical","Experiment 1"
"641",1.4,0.964789215341906,"Match","Grammatical","Experiment 1"
"642",1.41,0.966407409162993,"Match","Grammatical","Experiment 1"
"643",1.42,0.96795052903671,"Match","Grammatical","Experiment 1"
"644",1.43,0.969422648425476,"Match","Grammatical","Experiment 1"
"645",1.44,0.970826425309652,"Match","Grammatical","Experiment 1"
"646",1.45,0.97216540777457,"Match","Grammatical","Experiment 1"
"647",1.46,0.973442809509146,"Match","Grammatical","Experiment 1"
"648",1.47,0.974660985842004,"Match","Grammatical","Experiment 1"
"649",1.48,0.975823195327495,"Match","Grammatical","Experiment 1"
"650",1.49,0.976931834380246,"Match","Grammatical","Experiment 1"
"651",1.5,0.977989251117429,"Match","Grammatical","Experiment 1"
"652",1.51,0.978998233832646,"Match","Grammatical","Experiment 1"
"653",1.52,0.979960601809431,"Match","Grammatical","Experiment 1"
"654",1.53,0.980878698979118,"Match","Grammatical","Experiment 1"
"655",1.54,0.981754757144169,"Match","Grammatical","Experiment 1"
"656",1.55,0.982590343258598,"Match","Grammatical","Experiment 1"
"657",1.56,0.983387644959737,"Match","Grammatical","Experiment 1"
"658",1.57,0.984148356233184,"Match","Grammatical","Experiment 1"
"659",1.58,0.984874005539939,"Match","Grammatical","Experiment 1"
"660",1.59,0.985566507383918,"Match","Grammatical","Experiment 1"
"661",1.6,0.98622712417402,"Match","Grammatical","Experiment 1"
"662",1.61,0.986857408332948,"Match","Grammatical","Experiment 1"
"663",1.62,0.987458914187508,"Match","Grammatical","Experiment 1"
"664",1.63,0.988032697525608,"Match","Grammatical","Experiment 1"
"665",1.64,0.988580230520793,"Match","Grammatical","Experiment 1"
"666",1.65,0.989102711627722,"Match","Grammatical","Experiment 1"
